rw_ratio,io_size,reads,writes,rw_ratio_rnd,rw_ratio_seq,io_size_rnd,io_size_seq,bw_r,response_time_rnd,response_time_seq
50,93,20676,20670,72.0,46.0,41,101,3874559,5.1955633,7.9681726
65,125,7618,3965,57.0,66.0,33,132,1459455,5.7493668,7.6779613
26,442,473,1289,33.0,26.0,22,479,780079,6.338955,8.036413
23,44,84,273,78.0,5.0,43,44,15913,3.973709,4.717297
81,89,16811,3768,50.0,82.0,29,91,1843131,4.448727,7.260187
75,78,2922,960,27.0,78.0,20,81,304277,3.2476518,8.15932
30,142,1171,2711,26.0,30.0,19,150,552592,5.9722686,8.079242
47,139,3079,3358,26.0,54.0,20,178,900557,4.8353753,9.7269125
52,59,5168,4659,77.0,50.0,41,61,585522,4.443799,8.845223
29,39,754,1815,72.0,14.0,40,39,101214,5.286054,8.263263
59,101,8927,6104,11.0,71.0,12,123,1520824,6.500283,6.9899435
82,96,28250,5914,42.0,83.0,25,98,3305007,6.5558944,7.070436
77,83,13569,3921,52.0,78.0,31,84,1454476,6.018996,6.6872907
56,77,12104,9419,22.0,61.0,18,87,1672183,5.1508784,6.061337
67,74,34715,16816,33.0,68.0,22,75,3842186,7.7850456,7.410204
44,51,3831,4707,25.0,50.0,19,61,443868,4.7201357,6.674985
77,85,4444,1304,33.0,79.0,21,89,490863,5.9923215,6.564985
49,54,6472,6549,83.0,44.0,45,55,711192,3.4332147,7.4157534
75,89,24639,8116,11.0,79.0,12,94,2923547,6.0104823,5.892707
85,98,12080,2004,28.0,86.0,20,99,1382928,10.97073,8.165227
69,86,4260,1894,60.0,69.0,30,90,534825,5.724974,8.1971655
71,79,22863,9230,60.0,71.0,34,80,2542627,4.327342,6.984338
76,117,12885,3882,68.0,77.0,37,121,1962776,6.4953666,6.5324616
55,64,2843,2298,48.0,56.0,29,68,329716,3.3002346,8.342956
58,72,10558,7426,78.0,57.0,43,74,1311629,4.8265047,7.844782
53,70,10537,9271,60.0,52.0,34,72,1400728,5.0175905,7.2111797
36,46,567,972,95.0,13.0,52,44,71635,3.2958152,7.807283
56,78,2875,2249,68.0,53.0,38,85,399909,5.4414325,6.122649
58,123,1729,1245,31.0,60.0,22,133,366340,6.2478867,7.7754483
48,99,7676,8201,52.0,47.0,31,114,1573309,4.4493213,7.644947
53,173,6349,5510,74.0,51.0,41,184,2057970,7.253685,8.517339
56,61,6934,5319,19.0,66.0,16,73,754662,4.992702,8.961524
59,82,18210,12467,85.0,58.0,44,83,2527594,6.0621805,8.030179
54,62,5051,4158,60.0,54.0,34,63,571533,5.6689262,8.459801
71,80,15421,6270,56.0,71.0,32,81,1745366,5.3171043,6.8121843
72,81,16063,5971,5.0,79.0,10,88,1787795,4.8515124,7.0680456
35,40,591,1089,56.0,33.0,33,40,67358,4.2546434,6.10761
27,53,519,1377,84.0,18.0,46,54,100572,3.411134,7.788514
67,75,9630,4728,31.0,74.0,22,86,1080731,4.1875687,6.034701
69,82,7553,3261,87.0,68.0,47,85,889708,3.8505683,7.0612206
69,114,11191,4889,45.0,72.0,28,127,1848772,4.152147,6.5350175
40,60,1075,1553,78.0,33.0,43,64,158910,3.447951,8.259205
34,41,165,316,29.0,36.0,20,48,19726,4.42069,5.16899
60,76,17225,11436,22.0,65.0,17,84,2196950,5.7068315,7.832061
66,72,4485,2253,27.0,68.0,20,74,489793,2.8152888,6.140505
53,61,9275,8089,30.0,57.0,21,68,1072029,5.0474024,8.207891
30,52,2420,5620,94.0,19.0,49,52,420318,4.36956,8.159878
70,122,14836,6087,61.0,71.0,34,126,2553983,5.8651547,7.6884136
75,105,23674,7582,66.0,76.0,36,108,3298035,5.733612,7.3734903
69,79,30541,13623,26.0,72.0,19,83,3502604,5.6782084,8.113375
28,48,3880,9952,89.0,20.0,47,48,663964,4.9610214,9.786758
61,76,3160,2018,76.0,59.0,43,81,397620,4.38113,7.650273
62,93,9547,5850,28.0,67.0,20,105,1447214,4.3990574,6.8998914
66,73,5725,2940,15.0,70.0,13,78,637397,8.347117,5.9948072
60,72,2329,1535,69.0,58.0,39,77,278342,3.7450545,8.650448
35,122,1881,3476,82.0,24.0,43,141,657557,5.284954,9.8839855
59,124,2455,1699,47.0,60.0,29,132,516200,5.494389,7.131879
77,88,13113,3866,74.0,77.0,41,90,1507086,4.3735332,6.2525454
69,81,7687,3313,10.0,79.0,11,92,892018,5.387565,7.3024664
79,92,40914,10605,68.0,79.0,38,93,4756252,5.0195136,8.157404
51,165,5028,4733,85.0,47.0,46,179,1616372,4.5346904,9.549596
31,302,1741,3730,50.0,30.0,30,329,1656245,5.4728894,7.9430256
51,215,1542,1436,47.0,52.0,29,237,643020,2.6724396,8.306685
62,89,8270,4982,47.0,62.0,29,92,1191559,6.9140167,7.096249
69,79,7568,3280,20.0,73.0,16,84,865969,10.804286,6.3668118
51,56,1046,981,36.0,54.0,24,61,113833,7.358194,7.5078797
38,33,455,733,88.0,30.0,48,31,40388,5.3961363,5.3181343
42,57,3796,5082,77.0,39.0,39,58,506628,5.819666,9.60873
63,67,11119,6498,69.0,62.0,39,68,1180826,5.068966,7.339086
43,156,6366,8434,87.0,35.0,46,173,2309285,4.4458456,10.777935
31,100,6357,13932,83.0,20.0,46,111,2036070,5.2951574,9.0940485
79,83,17742,4524,56.0,83.0,33,92,1865140,3.3209803,6.5331755
73,92,52043,18563,86.0,71.0,47,98,6498318,6.8336573,6.8230457
76,83,22554,7101,11.0,79.0,12,87,2476329,5.658635,5.379981
53,61,3701,3224,25.0,56.0,19,65,423667,7.507922,6.4131784
70,73,20015,8249,71.0,70.0,40,76,2063331,4.3848042,6.4105506
68,75,19379,9046,43.0,69.0,26,77,2146778,7.130327,7.6639547
57,90,8241,6058,85.0,53.0,45,97,1299314,4.844301,8.245174
83,106,17425,3531,45.0,84.0,28,108,2235329,5.1793504,6.8251514
60,106,8252,5474,5.0,66.0,10,117,1464923,5.4735093,5.0843863
68,74,4891,2262,77.0,67.0,43,76,534181,4.881951,8.523571
44,38,927,1158,86.0,34.0,47,36,80987,3.3677676,10.098473
55,94,8214,6529,64.0,55.0,35,98,1388098,6.4724417,7.1021295
68,100,25298,11587,31.0,71.0,21,108,3721216,6.9113812,7.480126
66,107,28119,14091,54.0,67.0,32,109,4524545,6.07439,8.210754
77,94,17912,5308,54.0,77.0,31,97,2203474,6.305937,6.577248
36,45,694,1232,64.0,32.0,36,46,87193,3.99093,7.8824844
87,98,8334,1230,42.0,88.0,24,99,938699,5.1833344,8.248201
49,74,2941,3015,62.0,48.0,35,77,445059,5.0927343,8.922873
81,92,15248,3493,19.0,87.0,16,100,1739931,4.24795,8.613795
37,96,6888,11539,88.0,31.0,47,102,1784443,4.664453,9.048119
58,125,6846,4956,63.0,57.0,36,130,1482737,5.2242274,8.29175
65,70,4782,2560,44.0,65.0,28,72,521044,6.6963787,8.611625
65,65,11750,6156,84.0,63.0,46,67,1163916,3.4810784,7.6508384
35,195,1272,2284,88.0,27.0,48,219,696665,3.814935,8.07624
54,62,11135,9445,36.0,57.0,24,68,1278448,6.1038494,8.803329
32,45,340,692,48.0,29.0,28,49,46957,4.7858815,9.215487
69,99,21583,9595,49.0,69.0,30,102,3111793,5.3514376,7.7513475
56,100,4042,3123,86.0,50.0,44,110,720578,3.5136235,7.6563106
67,131,11059,5310,30.0,68.0,20,135,2157037,6.3107405,7.0158515
57,80,2016,1504,71.0,53.0,40,92,284970,4.2892556,7.4581056
44,47,361,451,62.0,42.0,36,48,38381,3.2153337,9.888451
18,52,709,3111,80.0,5.0,45,54,201305,5.161736,6.8875146
75,94,18509,6063,25.0,79.0,18,101,2330002,5.392947,6.488492
68,108,6910,3226,21.0,69.0,17,111,1101465,6.8526955,5.862705
42,56,808,1072,97.0,37.0,51,56,105356,4.689889,8.227631
29,29,401,960,94.0,21.0,50,27,40417,2.116619,8.882101
53,62,10423,8978,40.0,56.0,26,70,1204618,4.790285,8.436296
52,63,1104,992,61.0,50.0,36,69,132320,3.2975714,8.204067
57,94,18295,13373,80.0,56.0,42,97,2995823,6.0101995,6.7386274
70,72,10051,4228,75.0,69.0,41,74,1028486,3.8581195,7.8564744
63,192,2241,1261,55.0,65.0,31,216,673088,6.1324835,12.057419
37,106,5406,8932,24.0,39.0,18,120,1532087,4.3741508,7.941041
29,33,360,870,49.0,23.0,30,34,40840,5.3192167,8.954262
81,91,14248,3202,10.0,88.0,11,98,1595826,4.828734,6.532148
40,162,1611,2393,62.0,35.0,35,190,651843,6.132556,8.909842
62,127,9833,5964,68.0,61.0,38,133,2006450,5.56741,8.623086
50,56,706,702,29.0,53.0,21,61,79051,6.588517,5.7465315
61,77,15351,9490,48.0,62.0,28,81,1926392,7.736838,6.66888
69,137,8044,3544,30.0,76.0,21,158,1589078,5.6666665,8.578265
35,47,3465,6215,77.0,33.0,41,48,462508,5.0044913,8.392337
65,72,8104,4295,14.0,74.0,14,83,903888,5.4671717,5.0133142
61,74,4068,2572,12.0,74.0,13,91,496173,4.884729,5.259854
40,115,3453,5074,48.0,39.0,29,127,982956,6.9175243,7.301931
47,62,2190,2415,4.0,69.0,10,89,289866,5.654974,7.440122
77,104,6073,1813,60.0,77.0,30,107,826827,5.3522735,7.4655037
50,50,1649,1639,67.0,46.0,38,53,165602,4.419829,13.993281
77,84,16036,4718,60.0,78.0,33,87,1760366,4.71762,7.9168067
73,84,25039,8975,51.0,74.0,29,86,2890641,4.6413827,7.4109244
27,40,479,1238,49.0,24.0,30,41,68708,5.7447915,6.5945277
59,66,7082,4754,59.0,59.0,33,68,785186,5.551201,7.6868978
74,79,10585,3691,55.0,74.0,32,80,1138852,5.766038,7.682687
68,74,3620,1636,53.0,69.0,32,76,389140,5.0057483,7.865625
47,86,2611,2869,88.0,40.0,47,93,473749,3.5430136,6.4265842
78,106,12686,3431,77.0,78.0,43,109,1721306,4.5085135,6.924408
23,41,1802,5855,76.0,21.0,41,41,320049,4.079132,8.45101
39,155,3096,4837,78.0,35.0,42,166,1232958,4.869323,7.330264
85,96,9084,1537,22.0,86.0,10,97,1022003,6.7777786,8.753511
63,129,2672,1543,51.0,64.0,31,138,544026,5.5243025,8.353484
49,60,4239,4410,72.0,45.0,39,63,525346,5.176181,8.15511
49,60,1545,1584,34.0,51.0,23,64,189692,6.2278237,6.3023596
51,86,1050,995,69.0,47.0,38,97,176510,7.541732,5.762478
70,74,3374,1384,55.0,71.0,33,76,354915,6.0999994,7.6355195
69,111,19237,8614,16.0,73.0,15,120,3098273,6.5539804,7.201835
42,54,2690,3598,54.0,40.0,31,59,344428,6.7956076,8.092426
30,53,7222,16612,47.0,24.0,29,61,1267513,5.3816442,9.1720085
56,67,9510,7448,64.0,55.0,36,70,1145503,5.6809464,7.8091297
67,80,14049,6781,10.0,75.0,11,90,1683506,6.114566,8.58321
34,132,629,1172,81.0,27.0,43,145,238174,3.4793427,8.102964
16,28,72,358,48.0,12.0,29,28,12305,8.799274,7.3831587
77,95,10926,3173,40.0,78.0,26,98,1351582,7.307243,7.453009
58,53,7922,5594,57.0,58.0,34,60,720340,3.5226083,8.642791
77,83,26202,7745,38.0,77.0,25,84,2828763,6.336443,6.3814473
65,69,3893,2052,12.0,69.0,13,74,413706,7.416602,6.679707
71,87,14253,5661,16.0,75.0,15,92,1740982,4.7459564,5.414243
64,70,8969,4934,17.0,75.0,15,83,981775,6.5835795,6.938277
63,127,9487,5426,50.0,64.0,30,132,1900223,5.7308097,6.357276
56,57,3888,2993,72.0,53.0,40,60,395405,3.740653,7.6224847
62,62,6819,4131,43.0,68.0,28,73,688282,4.2896905,7.0037837
70,112,23454,9709,28.0,75.0,20,122,3745366,5.5476093,8.540115
53,85,14224,12456,30.0,56.0,21,93,2285272,5.3837004,7.748181
69,74,1433,632,18.0,74.0,16,80,153167,6.6266665,7.226411
52,66,10882,9670,68.0,51.0,38,68,1363459,5.5366387,7.478626
82,92,15251,3341,28.0,85.0,20,96,1720884,3.9587064,5.187169
35,43,430,791,15.0,42.0,14,53,52602,6.486841,6.157369
57,98,3335,2437,72.0,55.0,39,106,567985,4.8733044,7.3097963
73,93,24122,8867,76.0,72.0,43,101,3079415,4.342258,5.9992795
56,93,14754,11362,62.0,56.0,35,95,2443198,5.976276,7.738566
66,91,10294,5211,77.0,65.0,42,95,1417842,5.050167,7.5126715
73,80,20968,7407,31.0,77.0,22,86,2293382,4.825718,7.309044
56,98,1672,1305,19.0,59.0,16,105,294428,2.1857905,6.8510585
62,66,4729,2797,34.0,64.0,23,68,497517,6.791448,8.55339
70,78,3377,1444,60.0,70.0,35,82,379745,4.0135,6.5520673
73,81,18941,6881,62.0,73.0,35,84,2107658,5.123444,6.4279556
64,84,11184,6134,67.0,64.0,37,86,1456362,5.6613665,8.781
41,58,2026,2800,69.0,37.0,38,62,284128,4.9723797,8.72582
65,78,5394,2807,78.0,64.0,43,81,642270,3.754006,7.8669868
68,72,9201,4228,40.0,69.0,26,74,972871,7.1546044,7.2893267
33,51,8600,16728,49.0,29.0,30,58,1310572,5.3031306,9.256097
55,160,3151,2499,78.0,52.0,42,175,906393,1.9203619,9.019308
54,298,1486,1233,42.0,55.0,26,328,812786,6.285996,9.870011
50,53,1441,1399,39.0,54.0,25,62,151314,6.246924,7.541905
76,96,28010,8808,27.0,79.0,19,102,3547644,5.20308,6.399903
77,85,15502,4582,14.0,80.0,14,88,1709052,5.8893476,5.7914987
35,59,7936,14368,42.0,33.0,27,67,1322914,4.6147046,8.184132
56,71,1175,889,94.0,52.0,47,74,147388,4.2768426,10.137066
75,102,36114,11577,59.0,76.0,34,104,4883552,5.877297,8.061643
26,44,106,289,96.0,14.0,51,43,17564,5.9752483,7.8834147
22,41,466,1595,81.0,13.0,44,40,85068,4.7689857,10.2504635
25,47,243,705,85.0,8.0,45,48,45180,5.0200133,5.7812886
70,83,31395,13206,48.0,71.0,28,85,3726237,7.234444,8.27773
39,113,7414,11395,22.0,43.0,17,133,2125957,5.842305,7.61965
63,88,7395,4298,66.0,62.0,36,92,1036169,6.11822,8.490431
56,103,3723,2813,50.0,57.0,30,106,676798,5.8620358,7.158164
73,106,15977,5770,42.0,74.0,26,108,2310762,6.5314136,7.5235615
50,56,4466,4430,77.0,47.0,42,57,500629,4.327394,8.295519
22,17,93,328,97.0,13.0,52,13,7565,5.9168315,4.5009694
51,70,3380,3244,76.0,47.0,40,74,467610,6.393099,8.885369
33,40,934,1860,85.0,26.0,44,39,112028,5.04878,6.454613
68,111,2253,1057,33.0,70.0,22,117,369732,5.6020236,9.456852
41,52,556,785,32.0,42.0,22,56,70116,4.030999,7.3508964
61,87,2968,1864,66.0,60.0,38,92,424036,3.4705002,6.080403
77,86,6854,1962,43.0,79.0,27,88,759972,6.333333,6.4626107
62,73,11234,6800,23.0,68.0,18,83,1334322,5.385474,8.495461
66,71,5309,2620,45.0,68.0,28,73,566542,3.8283308,11.986229
51,107,3867,3598,54.0,51.0,32,111,799982,5.196097,8.724428
62,69,977,589,18.0,69.0,16,77,108792,6.650995,7.570791
50,144,6264,6236,70.0,47.0,37,158,1807709,4.821245,6.673675
63,91,2661,1543,61.0,63.0,35,99,385420,7.344385,7.136806
68,85,16012,7234,21.0,75.0,17,94,1977086,5.617646,6.989822
70,76,1901,812,49.0,72.0,30,81,206235,5.4246173,10.653247
71,81,21842,8858,77.0,70.0,41,83,2495797,4.496862,8.015681
68,75,11850,5370,68.0,68.0,38,76,1295780,4.277299,6.1381674
58,95,14606,10365,61.0,58.0,33,96,2374157,4.940439,7.528926
67,74,2175,1054,34.0,71.0,23,81,242044,6.584215,6.6318507
36,104,4380,7483,85.0,25.0,45,118,1239032,5.2046494,9.246091
41,46,1496,2108,66.0,35.0,37,48,167602,4.702117,7.9557395
29,32,198,470,91.0,22.0,48,30,21565,5.988991,6.3829656
82,90,16056,3459,76.0,82.0,42,92,1760889,4.8552766,6.6409216
59,75,3220,2214,7.0,74.0,11,94,408841,4.107678,6.3084836
58,69,3426,2461,45.0,58.0,26,71,408233,5.634536,8.022081
56,63,12683,9735,55.0,56.0,33,70,1421703,3.527189,7.844369
50,57,6549,6511,25.0,56.0,18,66,749653,4.849661,6.9697676
78,86,13687,3845,25.0,82.0,19,92,1523530,4.8179655,5.766538
48,58,3330,3487,83.0,44.0,44,60,400848,5.082812,7.8450904
51,62,2014,1919,46.0,51.0,29,64,244999,4.4489603,5.723608
58,73,2455,1710,73.0,56.0,41,78,305527,4.657308,9.593334
67,62,8820,4307,66.0,67.0,38,70,820623,5.441092,7.903456
65,70,10102,5238,28.0,67.0,21,72,1083317,6.14779,6.8843884
52,74,2108,1940,64.0,49.0,36,83,302557,5.1904497,6.0437884
72,75,2296,892,63.0,72.0,36,80,241566,5.0980062,5.1007752
33,35,235,461,28.0,35.0,21,39,24915,5.4821725,6.0853753
64,85,6385,3551,12.0,74.0,13,100,849955,4.744158,7.938805
67,78,10308,5041,23.0,76.0,18,90,1203612,4.413943,5.8886566
55,58,8771,7051,65.0,54.0,36,60,932869,5.038136,9.053554
76,82,5203,1614,25.0,78.0,19,84,560444,6.3052855,6.710855
35,120,1353,2456,31.0,35.0,21,130,460734,6.2347813,7.458029
69,79,15599,6785,21.0,75.0,17,87,1782932,5.18127,5.986164
54,60,6713,5605,18.0,63.0,15,71,740562,5.7920003,6.417478
71,75,17383,7026,59.0,71.0,33,77,1853662,5.4413238,6.6050587
72,79,15674,5903,21.0,78.0,17,86,1718066,4.4125085,7.116516
41,39,3262,4567,94.0,20.0,51,34,307877,2.842406,8.660382
70,74,7644,3145,45.0,71.0,26,76,807662,6.573964,8.112143
45,55,7374,8809,67.0,43.0,37,56,894430,5.5042114,9.933569
62,86,3676,2204,50.0,63.0,31,92,506557,4.7866955,7.776416
36,44,568,969,93.0,27.0,50,43,68533,3.600427,9.074495
47,46,929,1019,85.0,43.0,46,46,90745,2.326373,8.628117
63,94,12045,6996,22.0,67.0,17,103,1808489,4.6505847,6.0701294
16,242,881,4375,59.0,8.0,35,285,1276379,5.6922107,12.843556
68,67,8997,4203,52.0,72.0,32,77,893831,4.4907107,4.472497
42,30,1174,1571,96.0,26.0,52,24,83864,2.8937473,9.274285
32,81,507,1069,91.0,23.0,48,86,129055,2.7848763,8.23589
65,114,12701,6575,35.0,71.0,23,131,2216068,5.644076,8.354432
38,77,1555,2499,96.0,26.0,51,82,312161,2.7448242,10.262677
44,73,6181,7651,33.0,47.0,22,88,1019977,4.6752987,7.296728
63,97,11205,6565,36.0,66.0,24,105,1724733,6.465667,7.53348
36,59,3259,5589,29.0,40.0,21,76,528608,4.88418,8.543088
32,46,1398,2897,89.0,24.0,46,46,201306,3.2921424,8.803191
64,74,10715,6009,28.0,71.0,20,85,1249191,3.8728893,11.045313
63,68,1117,641,38.0,66.0,23,73,119987,4.179218,7.456146
38,49,3719,5925,18.0,45.0,15,60,480638,5.028247,7.971977
69,94,7304,3190,65.0,69.0,34,97,990315,5.2605667,7.259986
67,86,16278,7952,65.0,67.0,37,89,2096743,4.8272333,7.4062896
55,70,6531,5180,89.0,50.0,48,73,823290,3.9601662,8.284803
46,51,2912,3361,22.0,55.0,17,64,322227,2.3250995,7.5249925
68,80,9853,4589,40.0,72.0,26,88,1160018,4.406281,8.568813
79,122,8557,2240,35.0,80.0,23,125,1321639,6.617805,6.736713
71,98,12421,4963,62.0,71.0,35,101,1704644,5.542451,6.945868
43,83,5358,6868,71.0,41.0,39,86,1022409,5.196487,8.504876
50,124,8844,8583,34.0,53.0,23,144,2163286,4.6636515,7.5963225
38,40,308,494,86.0,31.0,46,39,32487,3.4435723,8.120093
84,92,31102,5539,47.0,85.0,29,93,3390831,6.120844,6.1924486
30,33,1558,3559,92.0,20.0,50,31,173270,3.6205971,7.1350684
56,83,22671,17271,61.0,56.0,35,84,3338441,5.2952237,7.2346287
73,105,15439,5685,13.0,78.0,13,113,2221290,5.781237,10.390957
52,64,2680,2430,11.0,67.0,13,83,330623,6.577155,7.6517496
45,117,3799,4621,69.0,43.0,38,122,992074,4.993895,9.475258
78,85,8401,2274,67.0,79.0,37,87,915590,5.112408,9.431969
69,78,17093,7647,14.0,76.0,14,87,1945751,5.00478,7.6616235
79,92,15454,3931,76.0,79.0,41,95,1802773,4.769052,7.2318983
79,97,6004,1520,50.0,81.0,30,101,734427,5.988505,5.982367
45,41,727,869,82.0,32.0,45,40,67014,3.195011,8.187643
58,78,3336,2324,44.0,59.0,27,80,444023,5.561403,7.1104054
66,103,9208,4642,28.0,70.0,20,111,1431414,4.9223742,7.2803035
80,87,22646,5428,44.0,81.0,25,88,2449895,5.856319,8.237763
63,137,16206,9399,7.0,70.0,11,153,3522651,6.4465966,6.299127
58,126,3160,2236,47.0,60.0,29,140,683554,4.702548,9.2417345
69,82,1913,847,30.0,73.0,21,89,226882,6.2727265,9.387625
35,126,1459,2657,9.0,48.0,11,184,522432,5.3857055,7.9421787
61,66,3470,2164,75.0,59.0,42,71,377425,4.1173778,5.519242
62,74,12714,7578,65.0,62.0,36,75,1505245,5.9535136,7.286652
57,44,1321,967,98.0,36.0,53,39,100956,2.3153956,9.082572
72,95,4282,1659,69.0,72.0,37,99,567776,4.435787,7.920127
50,58,4331,4229,81.0,43.0,44,62,503818,4.524757,7.2185273
69,79,14438,6372,11.0,75.0,12,86,1651235,3.7289712,7.665445
50,83,8726,8448,84.0,46.0,46,87,1433835,5.0538325,7.7553234
56,127,14529,11019,67.0,56.0,37,133,3268991,5.4071493,8.425975
15,29,68,369,83.0,9.0,46,28,12919,6.3127575,7.210421
55,66,4103,3225,12.0,70.0,13,84,490953,5.064053,7.797728
37,45,2882,4776,92.0,31.0,49,45,350055,3.6335049,9.416605
44,242,1867,2302,31.0,46.0,21,262,1009139,6.625828,9.891858
73,82,7165,2545,41.0,74.0,26,84,802860,3.3300986,6.3559923
70,88,19930,8238,40.0,73.0,26,94,2481206,3.272028,8.506279
65,73,3203,1720,53.0,66.0,31,78,363132,3.6885405,6.475191
74,99,34710,11958,23.0,77.0,18,103,4644040,5.352495,7.3432755
68,76,13732,6414,53.0,69.0,31,79,1550376,5.6517634,8.011805
60,65,2237,1490,39.0,62.0,25,71,244760,6.2352295,5.9062524
51,54,1154,1073,76.0,43.0,43,57,121108,3.0493863,6.383013
72,161,8507,3156,70.0,73.0,40,166,1886681,9.931107,9.679918
49,57,7771,7833,24.0,54.0,18,65,893123,5.038459,7.616447
18,102,171,733,97.0,9.0,52,108,92746,4.797587,7.2342095
74,79,3396,1134,20.0,78.0,16,83,360057,6.7299895,7.6728563
54,120,6636,5553,68.0,53.0,38,126,1465965,3.4294665,7.2294626
73,77,13070,4818,21.0,79.0,17,84,1382632,5.62408,7.242336
47,54,3769,4137,62.0,46.0,34,56,427773,5.519464,7.5037336
79,84,14232,3777,44.0,79.0,26,86,1521850,4.971543,7.341214
64,72,5417,3008,61.0,64.0,35,74,609301,5.535365,9.191853
41,89,7290,10206,89.0,36.0,48,94,1566799,4.5221467,9.855831
61,74,11842,7428,63.0,61.0,36,75,1429416,4.1007223,7.1148877
57,97,12122,9047,80.0,56.0,43,98,2060813,4.7560496,6.8203993
63,69,10599,6081,51.0,63.0,31,69,1154777,6.08124,6.0446873
70,120,4205,1759,48.0,71.0,29,126,720674,5.814,8.268511
52,136,7953,7112,78.0,50.0,42,146,2060954,4.5779963,8.283804
56,72,9123,6989,85.0,54.0,45,74,1175295,4.419079,8.850707
60,58,8422,5453,44.0,64.0,28,66,815151,4.7691464,6.9192615
57,188,3878,2876,12.0,61.0,13,203,1276418,8.299086,7.4523215
77,87,16387,4829,22.0,78.0,18,89,1849392,9.325228,7.297437
66,90,1120,552,77.0,63.0,39,106,150781,6.0722146,5.964805
57,59,6040,4459,84.0,55.0,46,60,624937,3.8500824,7.645706
46,54,5468,6195,93.0,41.0,50,54,634468,3.7103217,7.758779
35,118,371,663,82.0,31.0,44,126,122907,4.4462194,7.245865
40,138,3010,4482,15.0,41.0,15,143,1039979,5.5777016,9.974206
72,106,9021,3440,60.0,73.0,33,110,1322789,6.628402,8.678441
81,91,24664,5619,71.0,81.0,37,92,2758253,4.376047,6.935081
43,49,644,834,80.0,36.0,45,50,73375,9.385248,8.178346
67,71,5962,2924,46.0,69.0,29,75,632482,5.1152663,6.9260106
79,116,31730,7971,49.0,80.0,30,118,4642635,5.28243,6.4385843
65,96,8838,4597,57.0,66.0,32,100,1301377,5.170643,6.051276
67,77,5493,2685,64.0,67.0,36,80,633693,4.769586,6.352322
60,86,8837,5673,26.0,68.0,19,101,1253626,4.05483,6.1008954
44,102,5254,6523,37.0,46.0,24,124,1205851,4.8786335,8.895722
59,65,5995,4028,27.0,66.0,20,74,657784,4.430723,7.05859
49,68,1186,1199,82.0,36.0,46,76,162199,4.2819676,7.6181602
27,39,816,2205,85.0,20.0,47,38,118922,4.3011155,7.949485
66,72,1854,929,35.0,70.0,24,79,202941,6.2146893,5.9296665
68,72,9877,4546,24.0,75.0,19,81,1044468,5.2732983,8.27525
68,84,13754,6222,77.0,68.0,42,87,1692266,3.721121,7.49473
62,77,15117,8924,67.0,62.0,37,80,1872204,5.2002025,8.848879
57,88,5223,3824,73.0,56.0,40,91,802592,5.567067,9.613046
63,70,6937,4072,88.0,61.0,46,71,772326,3.932356,8.013287
76,87,19517,5945,55.0,77.0,31,89,2235017,5.2620234,8.101206
66,78,5165,2650,68.0,65.0,38,81,611229,4.974793,9.141213
67,78,15436,7304,61.0,68.0,34,81,1794817,5.4284816,7.1763654
58,115,12578,8816,51.0,59.0,30,121,2481207,6.5227494,7.790347
41,52,466,646,58.0,38.0,34,56,58032,2.7059965,9.519311
26,221,2287,6199,23.0,27.0,18,269,1876527,5.0859275,12.55369
61,71,12943,8112,18.0,67.0,16,79,1510493,5.0908146,9.023124
58,57,9018,6312,95.0,52.0,51,58,876862,3.1971822,7.365071
56,64,13862,10808,92.0,52.0,48,66,1599717,4.7707663,9.2847
57,63,7272,5453,74.0,55.0,39,65,811648,4.782104,6.8764586
58,66,14920,10397,64.0,57.0,37,70,1672696,5.649438,7.078508
48,86,9302,10039,34.0,51.0,23,101,1681923,5.0181704,9.299691
19,190,1260,5075,64.0,16.0,36,201,1205460,5.606986,7.1680875
53,73,10918,9424,85.0,50.0,46,75,1485970,4.524771,8.298383
45,62,6744,8239,40.0,46.0,25,71,938963,4.442548,6.630479
52,61,8136,7278,84.0,50.0,45,62,940383,4.3151665,9.440935
62,70,8429,5108,34.0,64.0,22,74,952934,7.486713,7.3038754
31,34,1654,3562,77.0,23.0,42,32,177389,4.661393,7.4430637
55,60,14355,11280,30.0,60.0,21,67,1552902,5.811121,7.1677494
56,64,1204,943,72.0,54.0,40,66,138273,5.746607,8.089105
54,102,1750,1451,63.0,53.0,36,111,326990,4.936707,10.994703
65,122,13023,6770,31.0,71.0,21,138,2424351,5.6248865,7.013269
73,123,22011,7943,74.0,73.0,38,127,3710650,7.4134946,7.739926
56,64,1025,782,85.0,53.0,47,66,117009,3.506952,8.2063675
44,194,2014,2556,50.0,43.0,30,206,886628,3.4060721,7.950656
45,45,1082,1303,94.0,34.0,51,43,107657,3.629005,7.639249
61,73,8062,4947,71.0,61.0,39,76,957515,4.6537147,7.5818586
40,60,967,1392,75.0,31.0,42,65,142722,5.1252975,6.8073153
38,371,563,887,24.0,40.0,18,401,539147,3.7149205,7.0968566
45,57,2210,2625,56.0,44.0,33,59,275629,5.2869835,7.751646
36,47,1574,2744,28.0,37.0,20,51,203414,7.5209565,7.400377
69,69,4319,1864,73.0,69.0,41,74,432690,4.4316425,7.9191985
73,93,3705,1343,24.0,76.0,18,97,469791,6.051261,10.093665
55,60,2203,1738,31.0,58.0,21,64,237568,6.746153,5.575472
78,82,7866,2109,89.0,78.0,48,84,822360,2.5779333,6.470158
